timestamp,open,high,low,close,volume,trade_count,vwap
2018-09-27 04:00:00+00:00,4.33,4.02,4.02,4.02,575,15,4.04153
2018-09-28 04:00:00+00:00,4.02,4.02,4.02,4.02,0,0,0.0
2018-10-01 04:00:00+00:00,4.02,4.02,4.02,4.02,0,0,0.0
2018-10-02 04:00:00+00:00,4.06,4.2697,4.06,4.1205,1406,13,4.109722
2018-10-03 04:00:00+00:00,4.18,4.07,3.66,3.86,3051,33,3.800275
2018-10-04 04:00:00+00:00,3.7,3.85,3.85,3.85,350,9,3.852571
2018-10-05 04:00:00+00:00,3.85,3.85,3.85,3.85,0,0,0.0
2018-10-08 04:00:00+00:00,3.85,3.85,3.85,3.85,0,0,0.0
2018-10-09 04:00:00+00:00,3.85,3.85,3.85,3.85,0,0,0.0
2018-10-10 04:00:00+00:00,3.75,4.102,3.75,4.102,1292,13,3.901247
2018-10-11 04:00:00+00:00,4.18,4.5,4.04,4.04,2163,26,4.318175
2018-10-12 04:00:00+00:00,3.43,4.46,3.43,3.6683,3049,24,4.077062
2018-10-15 04:00:00+00:00,3.9,4.48,3.67,3.9,4594,41,4.112741
2018-10-16 04:00:00+00:00,3.9,3.9,3.9,3.9,0,0,0.0
2018-10-17 04:00:00+00:00,3.9,3.9,3.9,3.9,0,0,0.0
2018-10-18 04:00:00+00:00,3.9865,3.9865,3.71,3.74,1235,10,3.792742
2018-10-19 04:00:00+00:00,3.75,3.7537,3.75,3.7537,362,4,3.755566
2018-10-22 04:00:00+00:00,3.71,3.71,3.71,3.75,242,6,3.719835
2018-10-23 04:00:00+00:00,3.71,3.71,3.71,3.71,0,0,0.0
2018-10-24 04:00:00+00:00,3.86,3.86,3.45,3.5,3794,34,3.623311
2018-10-25 04:00:00+00:00,3.6,3.6,3.6,3.5,370,8,3.580644
2018-10-26 04:00:00+00:00,3.75,3.75,3.6001,3.6001,450,5,3.670033
2018-10-29 04:00:00+00:00,3.6001,3.6001,3.6001,3.6001,0,0,0.0
2018-10-30 04:00:00+00:00,3.66,3.77,3.6,3.62,2634,16,3.703309
2018-10-31 04:00:00+00:00,3.5854,3.62,3.5854,3.77,1399,11,3.616904
2018-11-01 04:00:00+00:00,3.62,3.62,3.62,3.62,0,0,0.0
2018-11-02 04:00:00+00:00,3.61,3.61,3.61,3.62,354,4,3.614068
2018-11-05 05:00:00+00:00,3.62,3.65,3.65,3.65,123,4,3.668818
2018-11-06 05:00:00+00:00,3.65,3.65,3.65,3.65,0,0,0.0
2018-11-07 05:00:00+00:00,3.6701,3.6701,3.6701,3.6701,150,1,3.6701
2018-11-08 05:00:00+00:00,3.65,3.85,3.65,3.85,1353,9,3.695883
2018-11-09 05:00:00+00:00,3.98,3.81,3.81,3.81,540,7,3.817762
2018-11-12 05:00:00+00:00,3.81,3.81,3.43,3.57,1048,12,3.651614
2018-11-13 05:00:00+00:00,3.93,3.93,3.43,3.6082,605,10,3.624585
2018-11-14 05:00:00+00:00,3.6082,3.6082,3.6082,3.6082,0,0,0.0
2018-11-15 05:00:00+00:00,3.6082,3.6082,3.6082,3.6082,0,0,0.0
2018-11-16 05:00:00+00:00,3.6082,3.6082,3.6082,3.6082,0,0,0.0
2018-11-19 05:00:00+00:00,3.6082,3.6082,3.6082,3.6082,0,0,0.0
2018-11-20 05:00:00+00:00,3.6082,3.6082,3.6082,3.6082,0,0,0.0
2018-11-21 05:00:00+00:00,3.6082,3.6082,3.6082,3.6082,0,0,0.0
2018-11-23 05:00:00+00:00,3.6082,3.6082,3.6082,3.6082,0,0,0.0
2018-11-26 05:00:00+00:00,3.43,3.43,3.4,3.52,2267,30,3.441632
2018-11-27 05:00:00+00:00,3.43,3.43,3.43,3.43,0,0,0.0
2018-11-28 05:00:00+00:00,3.43,3.43,3.255,3.43,938,12,3.393171
2018-11-29 05:00:00+00:00,3.255,3.255,3.255,3.255,0,0,0.0
2018-11-30 05:00:00+00:00,3.25,3.2807,3.13,3.13,1674,8,3.267372
2018-12-03 05:00:00+00:00,3.35,3.35,3.35,3.35,183,3,3.35
2018-12-04 05:00:00+00:00,3.35,3.35,3.35,3.35,0,0,0.0
2018-12-06 05:00:00+00:00,3.47,3.3,3.0571,3.07,2404,27,3.166545
2018-12-07 05:00:00+00:00,3.22,3.3798,3.02,3.01,1227,13,3.199772
2018-12-10 05:00:00+00:00,3.16,3.2,3.16,3.2,673,9,3.189247
2018-12-11 05:00:00+00:00,3.25,3.25,3.21,3.2,465,6,3.227957
2018-12-12 05:00:00+00:00,3.2,3.2,3.2,3.78,4510,3,3.201286
2018-12-13 05:00:00+00:00,3.2,3.2,3.2,3.2,0,0,0.0
2018-12-14 05:00:00+00:00,3.2,3.2,3.2,3.2,0,0,0.0
2018-12-17 05:00:00+00:00,3.8,3.8,3.2663,3.2663,701,9,3.597065
2018-12-18 05:00:00+00:00,3.0,3.0959,2.802,2.88,3227,19,2.982662
2018-12-19 05:00:00+00:00,2.6,3.07,3.0,3.07,707,9,3.019109
2018-12-20 05:00:00+00:00,3.01,2.68,2.25,2.5392,21260,58,2.59757
2018-12-21 05:00:00+00:00,2.7375,2.7375,2.2499,2.26,3901,21,2.495846
2018-12-24 05:00:00+00:00,2.0854,2.11,2.0667,2.01,1571,14,2.102673
2018-12-26 05:00:00+00:00,2.23,2.23,2.03,2.07,2226,32,2.086585
2018-12-27 05:00:00+00:00,2.1,2.135,1.95,1.95,8776,28,2.068115
2018-12-28 05:00:00+00:00,2.0,2.0,2.0,2.0,510,4,2.007941
2018-12-31 05:00:00+00:00,2.75,2.75,2.1,2.1,631,6,2.325041
2019-01-02 05:00:00+00:00,2.1,2.1,2.1,2.1,0,0,0.0
2019-01-03 05:00:00+00:00,2.04,2.04,2.04,2.04,124,1,2.04
2019-01-04 05:00:00+00:00,1.8,2.5125,1.8,2.16,4337,13,2.387573
2019-01-07 05:00:00+00:00,2.3114,2.3114,2.28,2.28,600,3,2.288567
2019-01-08 05:00:00+00:00,2.28,2.28,2.28,2.28,0,0,0.0
2019-01-09 05:00:00+00:00,2.28,2.28,2.28,2.28,0,0,0.0
2019-01-10 05:00:00+00:00,2.87,2.3289,2.18,2.25,1203,13,2.30175
2019-01-11 05:00:00+00:00,2.489,2.489,2.2798,2.2798,1085,19,2.443228
2019-01-14 05:00:00+00:00,2.49,2.49,2.2,2.3,6784,33,2.408899
2019-01-15 05:00:00+00:00,2.201,2.201,2.201,2.201,253,6,2.283577
2019-01-16 05:00:00+00:00,2.2177,2.2177,2.2177,2.2177,989,8,2.289354
2019-01-17 05:00:00+00:00,2.19,2.2163,2.0698,2.08,3618,28,2.170663
2019-01-18 05:00:00+00:00,2.0901,2.16,2.0901,2.16,1904,15,2.148793
2019-01-22 05:00:00+00:00,2.19,2.04,2.04,2.07,342,4,2.065731
2019-01-23 05:00:00+00:00,2.06,2.06,2.04,2.01,968,10,2.054938
2019-01-24 05:00:00+00:00,2.04,2.04,2.04,2.04,0,0,0.0
2019-01-25 05:00:00+00:00,1.7,2.1,1.62,1.98,33946,170,1.77977
2019-01-28 05:00:00+00:00,1.98,2.0,1.98,1.99,2669,18,1.983106
2019-01-29 05:00:00+00:00,1.9859,2.01,1.96,1.96,6225,16,1.996551
2019-01-30 05:00:00+00:00,2.05,2.05,1.98,1.98,7016,29,2.011906
2019-01-31 05:00:00+00:00,1.98,2.0,1.96,2.0,4918,25,1.981158
2019-02-01 05:00:00+00:00,2.0,3.47,1.9823,2.37,279517,1200,2.771136
2019-02-04 05:00:00+00:00,2.44,2.62,2.1518,2.4,32696,209,2.35999
2019-02-05 05:00:00+00:00,2.42,2.29,2.1701,2.19,3810,45,2.235162
2019-02-06 05:00:00+00:00,2.19,2.205,2.14,2.14,12076,37,2.168045
2019-02-07 05:00:00+00:00,2.2,2.33,2.2,2.24,10378,28,2.291685
2019-02-08 05:00:00+00:00,2.24,2.16,2.11,2.11,6006,21,2.134736
2019-02-11 05:00:00+00:00,2.01,2.11,1.9,1.9,18337,59,1.983583
2019-02-12 05:00:00+00:00,1.9,2.01,1.82,1.82,7863,23,1.956518
2019-02-13 05:00:00+00:00,1.87,2.32,1.83,1.95,13910,100,1.962146
2019-02-14 05:00:00+00:00,1.93,1.97,1.85,1.85,11157,48,1.907661
2019-02-15 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-02-19 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-02-20 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-02-21 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-02-22 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-02-25 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-02-26 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-02-27 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-02-28 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-01 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-04 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-05 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-06 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-07 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-08 05:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-11 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-12 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-13 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-14 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-15 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-18 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-19 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-20 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-21 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-22 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-25 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-26 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-27 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-28 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-03-29 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-01 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-02 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-03 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-04 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-05 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-08 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-09 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-10 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-11 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-12 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-15 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-16 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-17 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-18 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-22 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-23 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-24 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-25 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-26 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-29 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-04-30 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-01 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-02 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-03 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-06 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-07 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-08 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-09 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-10 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-13 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-14 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-15 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-16 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-17 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-20 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-21 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-22 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-23 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-24 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-28 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-29 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-30 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-05-31 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-03 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-04 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-05 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-06 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-07 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-10 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-11 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-12 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-13 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-14 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-17 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-18 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-19 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-20 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-21 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-24 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-25 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-26 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-27 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-06-28 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-01 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-02 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-03 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-05 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-08 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-09 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-10 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-11 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-12 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-15 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-16 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-17 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-18 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-19 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-22 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-23 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-24 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-25 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-26 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-29 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-30 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-07-31 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
2019-08-01 04:00:00+00:00,1.85,1.85,1.85,1.85,0,0,0.0
